CO2,471,Temp,22,timer,491,UNIX_Time,2021-12-06,12,52,33.031976
CO2,471,Temp,22,timer,492,UNIX_Time,2021-12-06,12,52,34.053444
CO2,471,Temp,22,timer,493,UNIX_Time,2021-12-06,12,52,35.074877
CO2,471,Temp,22,timer,494,UNIX_Time,2021-12-06,12,52,36.105694
CO2,471,Temp,22,timer,495,UNIX_Time,2021-12-06,12,52,37.126942
CO2,471,Temp,22,timer,496,UNIX_Time,2021-12-06,12,52,38.148804
CO2,471,Temp,22,timer,497,UNIX_Time,2021-12-06,12,52,39.170995
CO2,471,Temp,22,timer,498,UNIX_Time,2021-12-06,12,52,40.192628
CO2,472,Temp,22,timer,499,UNIX_Time,2021-12-06,12,52,41.214204
CO2,472,Temp,22,timer,500,UNIX_Time,2021-12-06,12,52,42.235996
CO2,472,Temp,22,timer,501,UNIX_Time,2021-12-06,12,52,43.258060
CO2,472,Temp,22,timer,502,UNIX_Time,2021-12-06,12,52,44.278804
CO2,472,Temp,22,timer,503,UNIX_Time,2021-12-06,12,52,45.299743
CO2,472,Temp,22,timer,504,UNIX_Time,2021-12-06,12,52,46.321721
CO2,472,Temp,22,timer,505,UNIX_Time,2021-12-06,12,52,47.342006
CO2,472,Temp,22,timer,506,UNIX_Time,2021-12-06,12,52,48.365949
CO2,472,Temp,22,timer,507,UNIX_Time,2021-12-06,12,52,49.384048
CO2,472,Temp,22,timer,508,UNIX_Time,2021-12-06,12,52,50.406126
CO2,472,Temp,22,timer,509,UNIX_Time,2021-12-06,12,52,51.426888
CO2,472,Temp,22,timer,510,UNIX_Time,2021-12-06,12,52,52.448674
CO2,472,Temp,22,timer,511,UNIX_Time,2021-12-06,12,52,53.470983
CO2,472,Temp,22,timer,512,UNIX_Time,2021-12-06,12,52,54.492813
CO2,472,Temp,22,timer,513,UNIX_Time,2021-12-06,12,52,55.514206
CO2,472,Temp,22,timer,514,UNIX_Time,2021-12-06,12,52,56.536214
CO2,472,Temp,22,timer,515,UNIX_Time,2021-12-06,12,52,57.558426
CO2,472,Temp,22,timer,516,UNIX_Time,2021-12-06,12,52,58.579077
CO2,472,Temp,22,timer,517,UNIX_Time,2021-12-06,12,52,59.600880
CO2,472,Temp,22,timer,518,UNIX_Time,2021-12-06,12,53,00.622697
CO2,472,Temp,22,timer,519,UNIX_Time,2021-12-06,12,53,01.644245
